taxonname,name_cleaned,search_string,unique_name,approximate_match,score,ott_id,is_synonym,flags,number_matches
Imblattella impar,Imblattella impar,imblattella impar,Imblattella impar,FALSE,1,4178748,FALSE,NA,1
Anaplecta lateralis,Anaplecta lateralis,anaplecta lateralis,Anaplecta lateralis,FALSE,1,4178498,FALSE,NA,1
"Nyctibora n.sp. ""J""",Nyctibora,nyctibora,Nyctibora,FALSE,1,631942,FALSE,NA,1
Nyctibora noctivaga,Nyctibora noctivaga,nyctibora noctivaga,Nyctibora noctivaga,FALSE,1,3482982,FALSE,NA,1
Anaplecta asema,Anaplecta asema,anaplecta asema,Anaplecta asema,FALSE,1,4178495,FALSE,NA,1
Euhypnorna grata/E. neograta,Euhypnorna,euhypnorna,Euhypnorna,FALSE,1,4179374,FALSE,NA,1
Epilampra columbiana,Epilampra columbiana,epilampra columbiana,Epilampra columbiana,FALSE,1,3481810,FALSE,NA,1
Riatia fulgida,Riatia fulgida,riatia fulgida,Riatia fulgida,FALSE,1,4178677,FALSE,NA,1
"Chromatonotus n.sp. ""F""",Chromatonotus,chromatonotus,Chromatonotus,FALSE,1,4178615,FALSE,NA,1
Chromatonotus lamprus,Chromatonotus lamprus,chromatonotus lamprus,Chromatonotus lamprus,FALSE,1,4178624,FALSE,NA,1
Clastospera antica,Clastoptera antica,clastospera antica,Clastoptera antica,TRUE,0.888888896,3452986,FALSE,NA,1
Microsargane vittata,Microsargane vittata,microsargane vittata,Microsargane vittata,FALSE,1,239517,FALSE,NA,1
Cephisus siccifolius,Cephisus siccifolius,cephisus siccifolius,Cephisus siccifolius,FALSE,1,771784,FALSE,NA,1
Zammara calochroma,Zammara calochroma,zammara calochroma,Zammara calochroma,FALSE,1,6299752,FALSE,NA,1
Unknown Insect sp291,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Taphura hastifera,Taphura hastifera,taphura hastifera,Taphura hastifera,FALSE,1,6299504,FALSE,NA,2
Fidicina mannifera,Fidicina mannifera,fidicina mannifera,Fidicina mannifera,FALSE,1,6298796,FALSE,NA,4
Pacarina signifera,Pacarina puella,pacarina signifera,Pacarina puella,FALSE,1,5834936,TRUE,NA,1
Dorisiana sp. nr. Cachla,Dorisiana,dorisiana,Dorisiana,FALSE,1,4224089,FALSE,sibling_higher,1
Selymbria ahyetios,Selymbria ahyetios,selymbria ahyetios,Selymbria ahyetios,FALSE,1,6299415,FALSE,NA,1
Selymbria pluvialis,Selymbria pluvialis,selymbria pluvialis,Selymbria pluvialis,FALSE,1,7871317,FALSE,NA,1
Ladoffa uncata,Ladoffa uncata,ladoffa uncata,Ladoffa uncata,FALSE,1,4215542,FALSE,NA,1
Ladoffa ignota,Ladoffa ignota,ladoffa ignota,Ladoffa ignota,FALSE,1,4215522,FALSE,NA,1
Ladoffa samnionnis,Ladoffa samnionis,ladoffa samnionnis,Ladoffa samnionis,TRUE,0.941176474,7873307,FALSE,NA,2
Tylozygus fasciatus,Tylozygus fasciatus,tylozygus fasciatus,Tylozygus fasciatus,FALSE,1,5834724,FALSE,NA,1
Plesiommata mollicella,Plesiommata mollicella,plesiommata mollicella,Plesiommata mollicella,FALSE,1,3458663,FALSE,NA,1
Tylozygus geometricus,Tylozygus geometricus,tylozygus geometricus,Tylozygus geometricus,FALSE,1,4212957,FALSE,NA,1
Hortensia similis,Hortensia similis,hortensia similis,Hortensia similis,FALSE,1,4217683,FALSE,NA,1
Coronigoniella formocula,Coronigoniella formosula,coronigoniella formocula,Coronigoniella formosula,TRUE,0.958333313,4214822,FALSE,NA,3
Unknown Insect sp276,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Stephanolla cazapana,Stephanolla cazapana,stephanolla cazapana,Stephanolla cazapana,FALSE,1,4217095,FALSE,NA,1
Acrogonia nigriceps/niggriceps,Acrogonia nigriceps,acrogonia nigriceps,Acrogonia nigriceps,FALSE,1,4202856,FALSE,NA,1
Diestostemma blantoni,Diestostemma blantoni,diestostemma blantoni,Diestostemma blantoni,FALSE,1,4202816,FALSE,NA,1
Neonirvana scissa,Neonirvana scissa,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Soosiulus salutaris,Soosiulus salutaris,soosiulus salutaris,Soosiulus salutaris,FALSE,1,4206244,FALSE,NA,1
Amblyscarta resolubrus,Amblyscarta resolubilis,amblyscarta resolubrus,Amblyscarta resolubilis,TRUE,0.869565189,4214103,FALSE,NA,1
Pseudophera sp. Nr. Heterogenea,Pseudophera,pseudophera,Pseudophera,FALSE,1,4217256,FALSE,sibling_higher,1
Neococytius duponchel,Cocytius duponchel,neococytius duponchel,Cocytius duponchel,TRUE,0.833333313,971259,FALSE,NA,2
Manduca albiplaga,Manduca albiplaga,manduca albiplaga,Manduca albiplaga,FALSE,1,811953,FALSE,NA,1
Manduca florestans,Manduca florestan,manduca florestans,Manduca florestan,TRUE,0.941176474,1000929,FALSE,NA,1
Protambulyx strigilis,Protambulyx strigilis,protambulyx strigilis,Protambulyx strigilis,FALSE,1,394830,FALSE,NA,1
Agrius cingulata,Agrius cingulata,agrius cingulata,Agrius cingulata,FALSE,1,729011,FALSE,NA,1
Erinnyis ello,Erinnyis ello,erinnyis ello,Erinnyis ello,FALSE,1,3094861,FALSE,NA,1
Xylophanes pluto,Xylophanes pluto,xylophanes pluto,Xylophanes pluto,FALSE,1,3093364,FALSE,NA,1
Erinnyis domingonis,Erinnyis domingonis,erinnyis domingonis,Erinnyis domingonis,FALSE,1,3095314,FALSE,NA,1
Erinnyis lassauxii,Erinnyis lassauxii,erinnyis lassauxii,Erinnyis lassauxii,FALSE,1,5227837,FALSE,NA,1
Callionima parce,Callionima parce,callionima parce,Callionima parce,FALSE,1,3094578,FALSE,NA,1
Callionima  innuus,Callionima inuus,callionima  innuus,Callionima inuus,TRUE,0.875,3094603,FALSE,NA,1
Eumorpha labruscae,Eumorpha labruscae,eumorpha labruscae,Eumorpha labruscae,FALSE,1,3095228,FALSE,NA,1
Eumorpha anchemolus,Eumorpha anchemolus,eumorpha anchemolus,Eumorpha anchemolus,FALSE,1,3094119,FALSE,NA,1
Eumorpha triangulum,Eumorpha triangulum,eumorpha triangulum,Eumorpha triangulum,FALSE,1,3094976,FALSE,NA,1
Eumorpha satellitia,Eumorpha satellitia,eumorpha satellitia,Eumorpha satellitia,FALSE,1,3094122,FALSE,NA,1
Pachylia ficus,Pachylia ficus,pachylia ficus,Pachylia ficus,FALSE,1,3095040,FALSE,NA,1
Pachylioides resumens,Pachylioides resumens,pachylioides resumens,Pachylioides resumens,FALSE,1,3095260,FALSE,NA,1
Pachylia darceta,Pachylia darceta,pachylia darceta,Pachylia darceta,FALSE,1,3095060,FALSE,NA,1
Pseudosphinx tetrio,Pseudosphinx tetrio,pseudosphinx tetrio,Pseudosphinx tetrio,FALSE,1,3093999,FALSE,NA,1
Madoryx pluto,Madoryx pluto,madoryx pluto,Madoryx pluto,FALSE,1,3093653,FALSE,NA,1
Madoryx oiclus,Madoryx oiclus,madoryx oiclus,Madoryx oiclus,FALSE,1,3093541,FALSE,NA,1
Xylophanes chiron,Xylophanes chiron,xylophanes chiron,Xylophanes chiron,FALSE,1,3094838,FALSE,NA,1
Eumorpha capronnieri,Eumorpha capronnieri,eumorpha capronnieri,Eumorpha capronnieri,FALSE,1,3094963,FALSE,NA,1
Xylophanes tyndarus,Xylophanes tyndarus,xylophanes tyndarus,Xylophanes tyndarus,FALSE,1,3093440,FALSE,NA,1
Xylophanes crotonis,Xylophanes crotonis,xylophanes crotonis,Xylophanes crotonis,FALSE,1,3093503,FALSE,NA,1
Perigonia lusca,Perigonia lusca,perigonia lusca,Perigonia lusca,FALSE,1,3093367,FALSE,NA,1
Enyo ocypete,Enyo ocypete,enyo ocypete,Enyo ocypete,FALSE,1,3093388,FALSE,NA,1
Callionima nomius,Callionima nomius,callionima nomius,Callionima nomius,FALSE,1,3094795,FALSE,NA,1
Perigonia ilus,Perigonia ilus,perigonia ilus,Perigonia ilus,FALSE,1,3095176,FALSE,NA,1
Xylophanes anubus o meridianus,Xylophanes,xylophanes,Xylophanes,FALSE,1,3093363,FALSE,NA,1
Oryba achemenides,Oryba achemenides,oryba achemenides,Oryba achemenides,FALSE,1,3095085,FALSE,NA,1
Unknown Insect sp324,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Xylophanes epaphus,Xylophanes epaphus,xylophanes epaphus,Xylophanes epaphus,FALSE,1,3094479,FALSE,NA,1
Agallia modesta,Agallia modesta,agallia modesta,Agallia modesta,FALSE,1,4217790,FALSE,NA,1
Unknown Insect sp001,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp002,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp003,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp004,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp065,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Chinaia caprella,Chinaia caprella,chinaia caprella,Chinaia caprella,FALSE,1,4204049,FALSE,NA,1
Unknown Insect sp179,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp180,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Biza sp. nr. Ava,Biza,biza,Biza,FALSE,1,1086943,FALSE,NA,1
Neonirvana hyalina,Neonirvana hyalina,neonirvana hyalina,Neonirvana hyalina,FALSE,1,4211346,FALSE,NA,1
Krocodona sauridion,Krocodona sauridion,krocodona sauridion,Krocodona sauridion,FALSE,1,4205115,FALSE,NA,1
Unknown Insect sp292,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp030,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp031,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Omegalebra vexillifera,Omegalebra vexillifera,omegalebra vexillifera,Omegalebra vexillifera,FALSE,1,4213499,FALSE,NA,1
Unknown Insect sp278,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp277,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp032,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Protalebra braziliensis,Protalebrella brasiliensis,protalebra braziliensis,Protalebrella brasiliensis,TRUE,0.956521749,4207747,FALSE,NA,3
Unknown Insect sp022,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp023,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Parallaxis guzmani,Parallaxis guzmani,parallaxis guzmani,Parallaxis guzmani,FALSE,1,4217165,FALSE,NA,1
Unknown Insect sp302,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Alconeura eborea,Alconeura eborea,alconeura eborea,Alconeura eborea,FALSE,1,4209216,FALSE,NA,1
Unknown Insect sp041,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Parallaxis colorata,Parallaxis colorata,parallaxis colorata,Parallaxis colorata,FALSE,1,4217171,FALSE,NA,1
Typhlocyba minuta,Eupteryx vittata,typhlocyba minuta,Eupteryx vittata,TRUE,0.894736826,3459771,FALSE,NA,8
Unknown Insect sp050,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Dikraneura marginella,Kunzella marginella,dikraneura marginella,Kunzella marginella,FALSE,1,4210086,TRUE,NA,2
Unknown Insect sp059,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp060,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp061,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp062,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp063,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp064,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp005,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp006,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp007,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp008,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp009,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp010,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp011,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp012,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp013,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp014,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp015,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp016,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp017,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp018,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp019,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Rhabdotalebra signata,Rhabdotalebra signata,rhabdotalebra signata,Rhabdotalebra signata,FALSE,1,4218151,FALSE,NA,1
Rhabdotalebra octolineata,Rhabdotalebra octolineata,rhabdotalebra octolineata,Rhabdotalebra octolineata,FALSE,1,4218152,FALSE,NA,1
Unknown Insect sp020,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp021,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp024,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp025,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp026,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp027,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp028,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp029,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp033,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp034,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp035,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp036,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp037,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp039,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp040,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp038,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp042,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp043,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp044,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp045,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp046,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp047,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp048,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp049,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp051,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp052,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp053,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp054,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp055,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp056,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp057,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp058,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unerus colonus Sp2,Unerus colonus,unerus colonus,Unerus colonus,FALSE,1,392107,FALSE,NA,1
Unerus colonus Sp1,Unerus colonus,unerus colonus,Unerus colonus,FALSE,1,392107,FALSE,NA,1
Unknown Insect sp330,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Osbornellus pandus,Osbornellus pandus,osbornellus pandus,Osbornellus pandus,FALSE,1,3457681,FALSE,NA,1
Osbornellus compresus,Osbornellus compressus,osbornellus compresus,Osbornellus compressus,TRUE,0.954545438,886857,FALSE,NA,4
Unknown Insect sp273,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Planicephalus flavicostatus,Planicephalus flavocostatus,planicephalus flavicostatus,Planicephalus flavocostatus,TRUE,0.962962985,3456526,FALSE,NA,2
Planicephalus crassistylus,Planicephalus crassistylus,planicephalus crassistylus,Planicephalus crassistylus,FALSE,1,3456530,FALSE,NA,1
Unknown Insect sp105,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Balclutha guajanae,Balclutha guajanae,balclutha,Balclutha,FALSE,1,140398,FALSE,NA,1
Balclutta hebe,Balclutha hebe,balclutta hebe,Balclutha hebe,TRUE,0.928571403,3456903,FALSE,NA,1
Balclutha pr. Floridana,Balclutha,balclutha,Balclutha,FALSE,1,140398,FALSE,NA,1
Balclutha flavescens,Balclutha flavescens,balclutha flavescens,Balclutha flavescens,FALSE,1,3456943,FALSE,NA,1
Balclutha floridana,Balclutha noonadana,balclutha floridana,Balclutha noonadana,TRUE,0.789473712,3456986,FALSE,NA,1
"Balclutha sandersi, B. incisa",Balclutha,balclutha,Balclutha,FALSE,1,140398,FALSE,NA,1
Bahita fratercula,Bahita fratercula,bahita fratercula,Bahita fratercula,FALSE,1,4203568,FALSE,NA,1
Unknown Insect sp270,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp290,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Tenucephalus pusillus,Tenucephalus pusillus,tenucephalus pusillus,Tenucephalus pusillus,FALSE,1,4203387,FALSE,NA,1
Scaphytopius cumbressus,Scaphytopius cumbresus,scaphytopius cumbressus,Scaphytopius cumbresus,TRUE,0.954545438,4203144,FALSE,NA,1
Scaphytopius (cloantharus) sp.,Scaphytopius,scaphytopius,Scaphytopius,FALSE,1,387987,FALSE,NA,1
Scaphytopius barroensis,Scaphytopius barroensis,scaphytopius barroensis,Scaphytopius barroensis,FALSE,1,4203002,FALSE,NA,1
Balclutha lineata,Balclutha lineata,balclutha lineata,Balclutha lineata,FALSE,1,409682,FALSE,NA,1
Osbornellus blantoni,Osbornellus blantoni,osbornellus blantoni,Osbornellus blantoni,FALSE,1,3457637,FALSE,NA,1
Dariena amabilis,Dariena amabilis,dariena amabilis,Dariena amabilis,FALSE,1,4215826,FALSE,NA,1
Unknown Insect sp329,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Neocrassana punctiger,Neocrassana punctiger,neocrassana punctiger,Neocrassana punctiger,FALSE,1,4206964,FALSE,NA,1
Penestragania confusa,Penestragania confusa,penestragania confusa,Penestragania confusa,FALSE,1,4204093,FALSE,NA,1
Comanopa adelpha,Comanopa adelpha,comanopa adelpha,Comanopa adelpha,FALSE,1,4207281,FALSE,NA,1
Garlica margina,Garlica margina,garlica margina,Garlica margina,FALSE,1,4210867,FALSE,NA,1
Unknown Insect sp271,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp272,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp094,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp168,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp169,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Cedusa zantata,Cedusa zantata,cedusa zantata,Cedusa zantata,FALSE,1,3468870,FALSE,NA,1
Cedusa pedusa,Cedusa pedusa,cedusa pedusa,Cedusa pedusa,FALSE,1,3468872,FALSE,NA,1
Neodawnaria woldai,Neodawnaria woldai,neodawnaria woldai,Neodawnaria woldai,FALSE,1,4197388,FALSE,NA,1
Unknown Insect sp147,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp148,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp098,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp150,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp151,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp152,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp153,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp154,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp155,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp156,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp157,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp158,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp159,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp160,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp161,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp162,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Cedusa dilbata,Cedusa dilbata,cedusa dilbata,Cedusa dilbata,FALSE,1,3468859,FALSE,NA,1
Cedusa tuvaga,Cedusa tuvaga,cedusa tuvaga,Cedusa tuvaga,FALSE,1,3468780,FALSE,NA,1
Unknown Insect sp139,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Oropuna minutiana,Oropuna minutiana,oropuna minutiana,Oropuna minutiana,FALSE,1,4197240,FALSE,NA,1
Herpis brunnea,Muiredusa brunnea,herpis brunnea,Muiredusa brunnea,FALSE,1,3469204,TRUE,NA,1
Unknown Insect sp143,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp144,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp142,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp145,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp146,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp120,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Anchimothon parishi,Anchimothon parishi,anchimothon parishi,Anchimothon parishi,FALSE,1,4197277,FALSE,NA,1
Unknown Insect sp104,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp121,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Cedusa quixoa,Cedochrusa quixoa,cedusa quixoa,Cedochrusa quixoa,FALSE,1,4197358,TRUE,NA,1
Herpis metcalfi,Herpis metcalfi,herpis metcalfi,Herpis metcalfi,FALSE,1,3469683,FALSE,NA,1
Unknown Insect sp177,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp178,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp099,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp100,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp303,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Anotia venustula,Anotia fitchi,anotia venustula,Anotia fitchi,FALSE,1,3469348,TRUE,NA,1
Unknown Insect sp101,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Herpis albidus,Herpis albida,herpis albidus,Herpis albida,TRUE,0.846153855,3469677,FALSE,NA,2
Unknown Insect sp164,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp102,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp097,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Mysidia costata,Mysidia costata,mysidia costata,Mysidia costata,FALSE,1,3469511,FALSE,NA,1
Neocenchrea pallescens,Persis pallescens,neocenchrea pallescens,Persis pallescens,FALSE,1,3469542,TRUE,NA,1
Unknown Insect sp095,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp163,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp165,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp166,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp167,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp141,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp170,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp171,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp172,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp173,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp174,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
Unknown Insect sp175,Insecta,insecta,Insecta,FALSE,1,1062253,FALSE,NA,1
